Route_Name,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Jaipur (Rajasthan) to Bhilwara,Shree Paras Travels,NON A/C Sleeper (2+1),21:00,04h 00m,01:00,1.0,INR 799,6 Seats available
Jaipur (Rajasthan) to Bhilwara,Navrang Sanjay Travels,A/C Seater / Sleeper (2+1),19:40,04h 35m,00:15,2.4,INR 600,36 Seats available
Jaipur (Rajasthan) to Bhilwara,Giriraj Tour And Travels,A/C Sleeper (2+1),23:30,03h 10m,02:40,1.0,879,30 Seats available
Jaipur (Rajasthan) to Bhilwara,Chandra Travel Singhana,A/C Seater / Sleeper (2+1),21:10,06h 05m,03:15,1.9,428,34 Seats available
Jaipur (Rajasthan) to Bhilwara,Jai Shree Ganesh Travels,A/C Sleeper (2+1),19:30,06h 00m,01:30,2.0,INR 999,35 Seats available
Jaipur (Rajasthan) to Bhilwara,Laxmi Shatabdi Travels,NON A/C Sleeper (2+1),19:00,04h 00m,23:00,2.9,INR 1400,36 Seats available
Jaipur (Rajasthan) to Bhilwara,Ganesh Travels,A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,2.0,INR 500,36 Seats available
Jaipur (Rajasthan) to Bhilwara,Laxmi Shatabdi Travels,NON A/C Sleeper (2+1),19:30,05h 10m,00:40,2.3,INR 700,36 Seats available
Jaipur (Rajasthan) to Bhilwara,Goyal Travels,A/C Seater / Sleeper (2+1),19:30,04h 45m,00:15,0.0,INR 500,30 Seats available
Sikar to Bikaner,RATHORE TRAVELS AGENCY,A/C Semi Sleeper (2+2),19:20,03h 20m,22:40,3.9,INR 450,20 Seats available
Sikar to Bikaner,Milan Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:10,03h 15m,23:25,3.7,INR 523,14 Seats available
Sikar to Bikaner,AMBIKA TRAVELS AND CARGO,NON AC Seater / Sleeper 2+1,21:05,05h 20m,02:25,3.5,INR 600,20 Seats available
Sikar to Bikaner,Shree karni Travels,A/C Seater / Sleeper (2+1),22:45,05h 10m,03:55,3.8,INR 381,30 Seats available
Sikar to Bikaner,Rathore Travels Madho,A/C Seater / Sleeper (2+1),20:15,03h 45m,00:00,2.3,INR 400,40 Seats available
Sikar to Bikaner,Shree karni Travels,NON A/C Seater/ Sleeper (2+1),23:30,04h 10m,03:40,2.2,INR 350,42 Seats available
Sikar to Bikaner,Amar Travels,A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,1.0,INR 381,43 Seats available
Sikar to Bikaner,RATHORE TRAVELS AGENCY,A/C Seater / Sleeper (2+1),23:55,04h 35m,04:30,2.0,INR 400,18 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 178227,Express Non AC Seater 2+3,19:50,04h 00m,23:50,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 155086,Express Non AC Seater 2+3,20:10,04h 20m,00:30,4.4,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 154770,Express Non AC Seater 2+3,20:20,04h 00m,00:20,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 158462,NON AC Seater / Sleeper 2+1,20:40,04h 00m,00:40,5.0,INR 275,37 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 177697,Express Non AC Seater 2+3,20:50,04h 00m,00:50,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 186730,Express Non AC Seater 2+3,21:10,03h 10m,00:20,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,03h 49m,01:50,3.0,INR 275,4 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 170939,Express Non AC Seater 2+3,22:10,03h 50m,02:00,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 183063,Express Non AC Seater 2+3,22:20,03h 50m,02:10,3.0,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 185657,Express Non AC Seater 2+3,22:40,03h 50m,02:30,3.0,INR 205,40 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 189082,Super Luxury Volvo AC Seater Pushback 2+2,23:00,03h 10m,02:10,3.0,INR 338,19 Seats available
Jaipur (Rajasthan) to Bharatpur,RSRTC - 193654,Express Non AC Seater 2+3,23:40,05h 20m,05:00,3.3,INR 205,42 Seats available
Jaipur (Rajasthan) to Bharatpur,UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,04h 34m,01:54,3.0,INR 206,52 Seats available
Jaipur (Rajasthan) to Bharatpur,Rajat Travels,A/C Seater / Sleeper (2+1),18:40,03h 25m,22:05,4.2,990,19 Seats available
Jaipur (Rajasthan) to Bharatpur,NueGo,Electric A/C Seater (2+2),19:00,04h 15m,23:15,3.2,391,6 Seats available
Jaipur (Rajasthan) to Bharatpur,Tiwari Travels,A/C Seater / Sleeper (2+1),19:15,04h 00m,23:15,5.0,INR 4000,28 Seats available
Jaipur (Rajasthan) to Bharatpur,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),19:30,04h 00m,23:30,4.4,INR 799,29 Seats available
Jaipur (Rajasthan) to Bharatpur,Shri mahavir tour and travels,AC Sleeper (2+1),19:50,03h 50m,23:40,4.6,INR 1200,32 Seats available
Jaipur (Rajasthan) to Bharatpur,PTC-SKYBUS,A/C Seater/Sleeper (2+1),20:30,04h 30m,01:00,4.0,INR 950,7 Seats available
Jaipur (Rajasthan) to Bharatpur,SKT Radhika Travels,Non A/C Seater / Sleeper (2+1),19:30,04h 15m,23:45,4.1,315,33 Seats available
Jaipur (Rajasthan) to Bharatpur,SHREE SHAKTI TRAVELS AND CARGO,Bharat Benz A/C Seater /Sleeper (2+1),20:40,03h 30m,00:10,5.0,INR 749,23 Seats available
Jaipur (Rajasthan) to Bharatpur,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,03h 15m,00:15,5.0,INR 599,20 Seats available
Jaipur (Rajasthan) to Bharatpur,Maharani Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 15m,01:30,4.3,INR 1101,15 Seats available
Jaipur (Rajasthan) to Bharatpur,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,04h 40m,01:55,4.0,INR 400,48 Seats available
Jaipur (Rajasthan) to Bharatpur,Dev Express ®,A/C Sleeper (2+1),21:30,03h 40m,01:10,4.3,728,22 Seats available
Jaipur (Rajasthan) to Bharatpur,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,03h 20m,00:50,3.0,INR 350,43 Seats available
Jaipur (Rajasthan) to Bharatpur,Shatabdi Travels,AC Sleeper (2+1),21:31,02h 45m,00:16,3.6,INR 800,12 Seats available
Jaipur (Rajasthan) to Bharatpur,Balaji Bus Service,A/C Sleeper (2+1),21:35,03h 40m,01:15,4.7,INR 700,14 Seats available
Jaipur (Rajasthan) to Bharatpur,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:40,04h 00m,01:40,4.6,INR 600,44 Seats available
Jaipur (Rajasthan) to Bharatpur,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:00,04h 25m,02:25,3.1,INR 499,27 Seats available
Jaipur (Rajasthan) to Bharatpur,Garhwal Travels,A/C Seater / Sleeper (2+1),22:10,03h 00m,01:10,3.8,555,31 Seats available
Jaipur (Rajasthan) to Bharatpur,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03h 05m,01:20,3.4,INR 450,21 Seats available
Jaipur (Rajasthan) to Bharatpur,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,03h 00m,01:15,4.7,462,36 Seats available
Jaipur (Rajasthan) to Bharatpur,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),22:20,03h 50m,02:10,3.6,INR 550,34 Seats available
Jaipur (Rajasthan) to Bharatpur,Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),22:30,04h 00m,02:30,3.4,INR 999,34 Seats available
Jaipur (Rajasthan) to Bharatpur,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:50,04h 00m,02:50,3.0,554,33 Seats available
Jaipur (Rajasthan) to Bharatpur,Dev Darbar Travel Agency,A/C Sleeper (1+2),22:30,03h 00m,01:30,3.1,3329,37 Seats available
Jaipur (Rajasthan) to Bharatpur,Maharaja Travels,AC Sleeper (2+1),22:55,03h 25m,02:20,4.7,INR 761,21 Seats available
Jaipur (Rajasthan) to Bharatpur,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:00,03h 30m,02:30,4.6,INR 500,31 Seats available
Jaipur (Rajasthan) to Bharatpur,NueGo,Electric A/C Seater (2+2),23:30,04h 05m,03:35,3.6,284,20 Seats available
Jaipur (Rajasthan) to Bharatpur,M R Travels,A/C Seater / Sleeper (2+1),23:55,02h 20m,02:15,1.0,INR 1100,30 Seats available
Jaipur (Rajasthan) to Bharatpur,Sethi Yatra Company,Bharat Benz A/C Seater /Sleeper (2+1),18:50,02h 00m,20:50,2.1,555,2 Seats available
Jaipur (Rajasthan) to Bharatpur,Rajat Rides Tours and Travels,A/C Sleeper (2+1),19:15,04h 40m,23:55,1.3,INR 4000,34 Seats available
Jaipur (Rajasthan) to Bharatpur,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),18:40,02h 30m,21:10,2.8,1619,40 Seats available
Jaipur (Rajasthan) to Bharatpur,Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,19:16,04h 15m,23:31,2.4,INR 400,27 Seats available
Jaipur (Rajasthan) to Bharatpur,MJ Bhati Travels JJN,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 00m,23:30,1.0,INR 849,15 Seats available
Jaipur (Rajasthan) to Bharatpur,NEW RADHIKA TRAVEL,NON A/C Seater/ Sleeper (2+1),19:30,05h 00m,00:30,2.7,INR 700,41 Seats available
Jaipur (Rajasthan) to Bharatpur,Shatabdi Travels,NON A/C Sleeper (2+1),20:00,04h 00m,00:00,1.0,648,32 Seats available
Jaipur (Rajasthan) to Bharatpur,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),20:00,03h 00m,23:00,1.0,INR 600,42 Seats available
Jaipur (Rajasthan) to Bharatpur,Shri Amar Shakti Travels,NON A/C Sleeper (2+1),20:00,05h 30m,01:30,1.9,INR 1200,14 Seats available
Jaipur (Rajasthan) to Bharatpur,Mansoori tour and travels,Non A/C Seater / Sleeper (2+1),20:00,04h 15m,00:15,2.5,INR 700,40 Seats available
Jaipur (Rajasthan) to Bharatpur,SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,04h 45m,01:00,2.0,555,25 Seats available
Jaipur (Rajasthan) to Bharatpur,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:30,03h 50m,00:20,1.9,601,12 Seats available
Jaipur (Rajasthan) to Bharatpur,Mansoori tour and travels,NON A/C Sleeper (2+1),21:00,04h 00m,01:00,1.0,INR 1200,37 Seats available
Jaipur (Rajasthan) to Bharatpur,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:00,03h 00m,00:00,2.8,INR 600,37 Seats available
Jaipur (Rajasthan) to Bharatpur,Kalpana Travels Pvt. Ltd.,NON A/C Sleeper (2+1),21:00,04h 15m,01:15,2.5,INR 600,22 Seats available
Jaipur (Rajasthan) to Bharatpur,Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,03h 30m,00:30,0.0,INR 500,38 Seats available
Jaipur (Rajasthan) to Mathura,RSRTC - 178227,Express Non AC Seater 2+3,19:50,05h 30m,01:20,3.6,INR 269,42 Seats available
Jaipur (Rajasthan) to Mathura,RSRTC - 177697,Express Non AC Seater 2+3,20:50,05h 40m,02:30,1.0,INR 269,40 Seats available
Jaipur (Rajasthan) to Mathura,RSRTC - 183063,Express Non AC Seater 2+3,22:20,05h 00m,03:20,3.3,INR 270,42 Seats available
Jaipur (Rajasthan) to Mathura,RSRTC - 190180,Express Non AC Seater 2+3,22:50,04h 40m,03:30,2.1,INR 268,42 Seats available
Jaipur (Rajasthan) to Mathura,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,05h 30m,02:30,3.1,369,17 Seats available
Jaipur (Rajasthan) to Mathura,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,04h 44m,01:59,5.0,INR 500,39 Seats available
Jaipur (Rajasthan) to Mathura,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,04h 44m,01:59,3.0,INR 500,47 Seats available
Jaipur (Rajasthan) to Mathura,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,04h 20m,01:50,3.6,INR 400,32 Seats available
Jaipur (Rajasthan) to Mathura,janta shatabdi travels,A/C Sleeper (2+1),22:15,03h 55m,02:10,3.0,INR 680,30 Seats available
Jaipur (Rajasthan) to Mathura,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),22:30,04h 40m,03:10,5.0,555,21 Seats available
Jaipur (Rajasthan) to Mathura,Rinku Travels,NON AC Seater / Sleeper 2+1,19:00,05h 59m,00:59,1.0,INR 300,24 Seats available
Jaipur (Rajasthan) to Mathura,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),19:15,04h 44m,23:59,1.0,INR 450,41 Seats available
Jaipur (Rajasthan) to Mathura,Haji Ali Travels,A/C Seater / Sleeper (2+1),19:30,06h 30m,02:00,1.1,INR 500,37 Seats available
Jaipur (Rajasthan) to Mathura,Rinku Travels,NON AC Seater / Sleeper 2+1,20:00,05h 50m,01:50,1.0,INR 300,24 Seats available
Jaipur (Rajasthan) to Mathura,SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,05h 45m,02:00,1.6,555,25 Seats available
Jaipur (Rajasthan) to Mathura,Mansoori tour and travels,NON A/C Sleeper (1+2),21:00,04h 45m,01:45,1.9,INR 600,29 Seats available
Jaipur (Rajasthan) to Mathura,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,05h 40m,02:55,2.7,INR 400,48 Seats available
Jaipur (Rajasthan) to Mathura,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),21:15,04h 15m,01:30,2.1,739,19 Seats available
Jaipur (Rajasthan) to Mathura,Rinku Travels,NON AC Seater / Sleeper 2+1,21:30,04h 16m,01:46,1.0,INR 300,22 Seats available
Jaipur (Rajasthan) to Mathura,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,05h 00m,03:15,1.0,462,27 Seats available
Jaipur (Rajasthan) to Mathura,janta shatabdi travels,Non A/C Seater / Sleeper (2+1),22:45,04h 45m,03:30,2.6,INR 700,38 Seats available
Jaipur (Rajasthan) to Mathura,Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:50,06h 15m,05:05,2.0,554,26 Seats available
Jaipur (Rajasthan) to Mathura,Mansoori tour and travels,NON A/C Sleeper (2+1),19:00,06h 10m,01:10,1.9,INR 1400,16 Seats available
Jaipur (Rajasthan) to Mathura,Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,06h 30m,03:30,1.0,INR 800,40 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),RSRTC - 194683,Express Non AC Seater 2+3,21:30,05h 45m,03:15,3.4,INR 265,42 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),RSRTC - 194693,Express Non AC Seater 2+3,22:30,05h 45m,04:15,3.4,INR 265,42 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),RSRTC - 175208,Express Non AC Seater 2+3,23:00,05h 00m,04:00,1.0,INR 265,42 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jakhar Travels,NON A/C Seater/ Sleeper (2+1),21:15,05h 45m,03:00,4.2,INR 250,17 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,NON A/C Seater/ Sleeper (2+1),20:30,05h 45m,02:15,4.0,INR 300,15 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Kalpana Travels Pvt. Ltd.,NON A/C Sleeper (2+1),18:50,04h 40m,23:30,5.0,INR 550,19 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jakhar Travels,NON A/C Seater/ Sleeper (2+1),20:30,05h 30m,02:00,4.0,INR 250,15 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Babu Travels,A/C Sleeper (2+1),19:05,04h 37m,23:42,4.2,INR 300,9 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Verma Travels.,A/C Sleeper (2+1),19:30,04h 29m,23:59,4.0,INR 499,3 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Gajraj Travels,Bharat Benz A/C Sleeper (2+1),21:00,05h 00m,02:00,5.0,INR 800,2 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),B R Travels,A/C Sleeper (2+1),21:30,04h 40m,02:10,5.0,INR 905,6 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Babu Travels,A/C Sleeper (2+1),22:45,06h 30m,05:15,3.2,INR 250,22 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jakhar Travels,A/C Seater / Sleeper (2+1),19:30,04h 25m,23:55,3.9,INR 400,21 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,3.0,356,12 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Laxmi Shatabdi Travels,NON A/C Seater/ Sleeper (2+1),22:30,06h 45m,05:15,3.4,INR 250,34 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Babu Travels,NON A/C Seater/ Sleeper (2+1),23:00,06h 04m,05:04,3.8,INR 250,25 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jakhar Travels,A/C Seater / Sleeper (2+1),23:30,05h 00m,04:30,3.3,INR 429,16 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Sethi Yatra Company,NON A/C Sleeper (2+1),21:50,04h 35m,02:25,3.0,648,26 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,A/C Seater / Sleeper (2+1),23:00,06h 20m,05:20,3.9,INR 500,22 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Vijay Travels Kota,Non A/C Seater / Sleeper (2+1),22:15,06h 15m,04:30,3.3,INR 300,22 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Chouhan travels and Cargo,NON A/C Sleeper (2+1),22:00,05h 05m,03:05,3.4,INR 700,36 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,05h 30m,03:30,3.9,INR 400,10 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:45,05h 15m,01:00,3.2,INR 600,7 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Mahadev Travels Pilani,A/C Seater / Sleeper (2+1),23:00,06h 25m,05:25,2.3,INR 400,21 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Intercity Travels Indore,A/C Sleeper (2+1),20:45,03h 45m,00:30,2.4,INR 700,21 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,NON A/C Seater/ Sleeper (2+1),22:00,06h 00m,04:00,1.7,INR 350,22 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),DEV HIGH SPEED TRAVELS AND CARGO,A/C Sleeper (2+1),21:20,04h 15m,01:35,2.2,856,13 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ansari Travels,NON A/C Sleeper (2+1),19:30,05h 30m,01:00,1.0,585,14 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),21:30,06h 00m,03:30,1.9,308,30 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,NON A/C Seater/ Sleeper (2+1),23:00,05h 30m,04:30,2.0,INR 300,40 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Navrang Travels,A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,2.4,285,38 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Gajraj bus service,A/C Sleeper (2+1),22:15,05h 30m,03:45,2.9,INR 800,34 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),A One Travel Agency,Non A/C Seater / Sleeper (2+1),19:30,04h 44m,00:14,2.8,INR 600,19 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),22:15,05h 45m,04:00,2.4,INR 250,26 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,22:55,05h 00m,03:55,2.6,INR 400,26 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Sethi Yatra Company,NON A/C Seater/ Sleeper (2+1),19:10,04h 45m,23:55,2.6,416,14 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,A/C Seater / Sleeper (2+1),20:40,04h 50m,01:30,2.9,INR 800,12 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Shree Balaji travels SBG,A/C Sleeper (2+1),20:15,05h 00m,01:15,2.9,1109,32 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Ganesh Travels,A/C Seater / Sleeper (2+1),20:55,04h 50m,01:45,2.9,INR 1300,36 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),A One Travel Agency,Non A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,2.8,INR 350,39 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Navrang Sanjay Travels,A/C Seater / Sleeper (2+1),22:30,02h 00m,00:30,2.7,INR 476.19,34 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Geetanjali Travels,NON AC Seater / Sleeper 2+1,23:00,05h 30m,04:30,2.3,INR 400,31 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),New shiv mahima travels express & cargo,NON A/C Sleeper (2+1),20:15,04h 50m,01:05,1.0,INR 599,38 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Jai Shree Ganesh Travels,AC Sleeper (2+1),19:45,04h 45m,00:30,1.0,INR 2380.95,36 Seats available
Jaipur (Rajasthan) to Kota(Rajasthan),Rathore Travels Madho,A/C Seater / Sleeper (2+1),22:50,05h 10m,04:00,1.0,INR 700,35 Seats available
Durgapur to Calcutta,Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:40,03h 40m,21:20,4.0,INR 486,2 Seats available
Durgapur to Calcutta,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),18:15,03h 45m,22:00,4.3,INR 486,9 Seats available
Durgapur to Calcutta,Express Line,Volvo 9600 A/C Seater (2+2),18:30,04h 20m,22:50,4.5,INR 486,12 Seats available
Kolkata to Burdwan,SBSTC-KOLKATA - BURDWAN - 18:15 (BWN DEPOT) - 96,Non AC Seater (2+3),18:15,02h 00m,20:15,2.9,INR 95,44 Seats available
Kolkata to Burdwan,SBSTC-KARUNAMOYEE - BURDWAN - 18:15 (BWN DEPOT) - 119,Non AC Seater (2+3),18:15,02h 00m,20:15,3.1,INR 100,30 Seats available
Kolkata to Burdwan,SBSTC-KARUNAMOYEE - BURDWAN - A/C - 18:45 (BWN DEPOT) - 1674,AC Seater (2+2),18:45,02h 00m,20:45,2.9,INR 200,19 Seats available
Kolkata to Burdwan,SBSTC-KOLKATA - BURDWAN - A/C - 18:45 (BWN DEPOT) - 97,AC Seater (2+2),18:45,02h 00m,20:45,2.8,INR 180,34 Seats available
Kolkata to Burdwan,SBSTC-KARUNAMOYEE - BURDWAN - 19:30 (BWN DEPOT) - 120,Non AC Seater (2+3),19:30,02h 00m,21:30,3.6,INR 100,38 Seats available
Kolkata to Burdwan,SBSTC-KOLKATA - BURDWAN - 20:00 (BWN DEPOT) - 103,Non AC Seater (2+3),20:00,02h 00m,22:00,3.6,INR 95,46 Seats available
Kolkata to Burdwan,Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),17:40,01h 50m,19:30,4.2,INR 429,39 Seats available
Kolkata to Burdwan,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:45,02h 15m,20:00,4.6,INR 429,18 Seats available
Kolkata to Burdwan,Greenline,Volvo A/C Seater (2+2),18:05,02h 40m,20:45,3.2,INR 429,27 Seats available
Kolkata to Burdwan,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,02h 00m,20:40,4.1,INR 429,25 Seats available
Kolkata to Burdwan,Suman sabir,Non AC Seater (2+3),18:50,03h 10m,22:00,2.4,INR 111,61 Seats available
Kolkata to Burdwan,Royal Cruiser,Volvo Multi-Axle B9R A/c Seater (2+2),19:30,02h 45m,22:15,1.5,INR 400,41 Seats available
Kolkata to Burdwan,Suman sabir,Non AC Seater (2+3),21:00,02h 59m,23:59,2.4,INR 111,54 Seats available
Kolkata to Burdwan,Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,03h 00m,21:30,1.0,INR 500,54 Seats available
Kolkata to Burdwan,Pammi Travels,A/C Sleeper (2+1),21:00,02h 59m,23:59,1.0,INR 1350,1 Seat available
Kolkata to Burdwan,Pammi Travels,Non A/C Seater / Sleeper (2+1),21:00,02h 59m,23:59,0.0,INR 550,18 Seats available
Kolkata to Haldia,SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,03h 00m,21:15,3.3,INR 110,17 Seats available
Kolkata to Haldia,Swapna Paribahan,Non AC Seater (2+3),18:00,03h 25m,21:25,0.0,INR 145,19 Seats available
Kolkata to Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 18:30 (DGP DEPOT) - 176,Non AC Seater (2+3),18:30,03h 30m,22:00,3.3,INR 150,52 Seats available
Kolkata to Durgapur (West Bengal),Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),17:40,03h 40m,21:20,4.7,INR 486,34 Seats available
Kolkata to Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:45,03h 45m,21:30,4.5,INR 486,16 Seats available
Kolkata to Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),18:05,04h 00m,22:05,4.3,INR 486,26 Seats available
Kolkata to Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,03h 45m,22:25,4.5,INR 486,17 Seats available
Kolkata to Durgapur (West Bengal),Royal Cruiser,Volvo Multi-Axle B9R A/c Seater (2+2),19:30,03h 45m,23:15,3.5,INR 600,40 Seats available
Kolkata to Durgapur (West Bengal),Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,04h 30m,23:00,2.6,INR 500,54 Seats available
Kolkata to Durgapur (West Bengal),Maharani Travels,A/C Seater / Sleeper (2+1),21:05,04h 25m,01:30,0.0,740,9 Seats available
Kolkata to Digha,SBSTC-KOLKATA - DIGHA - 23:30 (DIGHA DEPOT) - 3988,Non AC Seater (2+3),23:30,04h 30m,04:00,3.6,INR 155,29 Seats available
Kolkata to Digha,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,04h 30m,04:15,4.3,INR 155,17 Seats available
Kolkata to Digha,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.4,INR 400,7 Seats available
Kolkata to Digha,Mayuri Express,AC Seater (2+2),23:15,05h 15m,04:30,4.3,270,25 Seats available
